work_year,experience_level,salary_in_usd,remote_ratio,company_size,tipe_kerja_CT,tipe_kerja_FL,tipe_kerja_FT,tipe_kerja_PT,frekuensi_jabatan,employee_residence_encoded,company_location_encoded,Label_Cluster,Cluster,cluster
2023,3,140000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,48289,0,2,False,False,True,False,538,47,44,1,1,7
2023,3,38631,0,2,False,False,True,False,538,47,44,1,1,7
2023,3,105000,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,70000,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,1,163196,0,2,False,False,True,False,206,1893,1929,0,0,3
2023,1,145885,0,2,False,False,True,False,206,1893,1929,0,0,3
2023,3,217000,100,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,185000,100,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,202800,0,3,False,False,True,False,396,1893,1929,0,2,5
2023,3,104300,0,3,False,False,True,False,396,1893,1929,0,0,0
2023,3,145000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,65000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,165000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,132300,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,179170,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,94300,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,152500,0,2,False,False,True,False,91,1893,1929,0,2,0
2023,3,116450,0,2,False,False,True,False,91,1893,1929,0,2,0
2023,3,247300,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,133800,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,203000,0,2,False,False,True,False,33,1893,1929,0,2,5
2023,3,133000,0,2,False,False,True,False,33,1893,1929,0,2,0
2023,1,220000,50,3,False,False,True,False,65,1893,1929,0,2,3
2022,1,56536,100,1,False,False,True,False,206,4,5,1,1,4
2023,3,120000,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,289800,0,2,False,False,True,False,91,1893,1929,0,2,5
2023,3,214000,0,2,False,False,True,False,91,1893,1929,0,2,5
2023,3,179820,0,2,False,False,True,False,91,1893,1929,0,2,5
2023,3,143860,0,2,False,False,True,False,91,1893,1929,0,2,0
2023,3,283200,100,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,188800,100,2,False,False,True,False,206,1893,1929,0,2,0
2023,3,214200,0,2,False,False,True,False,91,1893,1929,0,2,5
2023,3,185900,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,129300,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,252000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,129000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,2,155000,0,2,False,False,True,False,18,1893,1929,0,2,0
2023,2,140000,0,2,False,False,True,False,18,1893,1929,0,2,3
2023,3,161800,100,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,141600,100,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,342300,0,3,False,False,True,False,206,1893,1929,0,2,5
2023,3,176100,0,3,False,False,True,False,206,1893,1929,0,2,0
2023,2,100000,100,2,False,False,True,False,598,1893,1929,0,0,3
2023,2,70000,100,2,False,False,True,False,598,1893,1929,0,0,3
2023,1,85000,0,2,False,False,True,False,598,1893,1929,0,0,6
2023,1,65000,0,2,False,False,True,False,598,1893,1929,0,0,6
2023,3,138784,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,83270,100,2,False,False,True,False,538,1893,1929,0,0,3
2023,1,75000,0,2,False,False,True,False,396,1893,1929,0,0,6
2023,1,70000,0,2,False,False,True,False,396,1893,1929,0,0,6
2023,3,204500,0,2,False,False,True,False,396,1893,1929,0,0,5
2023,3,138900,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,318300,100,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,212200,100,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,95000,100,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,75000,100,2,False,False,True,False,598,1893,1929,0,0,3
2023,3,195000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,160000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,230000,0,2,False,False,True,False,91,1893,1929,0,2,5
2023,3,143200,0,2,False,False,True,False,91,1893,1929,0,2,0
2023,2,105000,50,3,False,False,True,False,15,1893,1929,0,2,3
2023,2,20670,100,3,False,False,True,False,10,70,57,1,1,1
2023,2,46178,0,2,False,False,True,False,396,150,155,1,1,1
2023,2,42533,0,2,False,False,True,False,396,150,155,1,1,1
2023,3,145000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,168400,0,2,False,False,True,False,396,1893,1929,0,0,5
2023,3,105200,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,190000,0,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,150000,0,2,False,False,True,False,206,1893,1929,0,2,0
2023,3,150000,100,2,False,False,True,False,91,1893,1929,0,2,0
2023,3,120000,100,2,False,False,True,False,91,1893,1929,0,2,0
2023,3,120000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,54685,100,2,False,False,True,False,396,2,2,1,1,7
2023,3,42533,100,2,False,False,True,False,396,2,2,1,1,1
2023,3,241000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,155000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,220000,100,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,190000,100,2,False,False,True,False,598,1893,1929,0,0,5
2023,2,66837,0,2,False,False,True,False,538,150,155,1,1,7
2023,2,54685,0,2,False,False,True,False,538,150,155,1,1,7
2020,4,15000,0,2,False,False,True,False,1,7,83,1,1,1
2023,2,85066,100,2,False,False,True,False,2,150,155,1,1,1
2023,2,57723,100,2,False,False,True,False,2,150,155,1,1,1
2023,1,85000,100,2,False,False,True,False,396,1893,1929,0,0,6
2023,1,75000,100,2,False,False,True,False,396,1893,1929,0,0,6
2023,3,160000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,2,300000,0,2,False,False,True,False,206,1893,1929,0,2,5
2023,2,250000,0,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,228000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,186000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,190000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,2,230000,0,2,False,False,True,False,33,1893,1929,0,2,0
2023,2,200000,0,2,False,False,True,False,33,1893,1929,0,2,0
2023,3,180000,100,2,False,False,True,False,64,1893,1929,0,2,0
2023,3,115000,100,2,False,False,True,False,64,1893,1929,0,2,0
2023,3,200000,100,2,False,False,True,False,64,1893,1929,0,2,0
2023,3,53654,50,1,False,False,True,False,1,37,33,1,1,7
2023,4,220000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,4,205000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,2,180000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,200000,100,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,150000,100,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,215000,0,2,False,False,True,False,18,1893,1929,0,2,5
2023,3,170000,0,2,False,False,True,False,18,1893,1929,0,2,0
2023,3,247500,0,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,172200,0,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,224000,0,2,False,False,True,False,538,81,83,0,1,6
2023,3,176000,0,2,False,False,True,False,538,81,83,1,1,6
2023,3,120000,100,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,75000,100,2,False,False,True,False,396,1893,1929,0,0,3
2023,1,17022,100,3,False,False,True,False,598,70,57,1,1,4
2023,3,68318,100,2,False,False,True,False,10,11,3,1,1,7
2023,2,75020,0,2,False,False,True,False,11,2,3,1,1,1
2023,3,140000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,120000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,128000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,4,329500,0,2,False,False,True,False,10,1893,1929,0,2,5
2023,4,269600,0,2,False,False,True,False,10,1893,1929,0,2,5
2023,3,100000,0,2,False,False,True,False,5,1893,1929,0,2,0
2023,3,80000,0,2,False,False,True,False,5,1893,1929,0,2,3
2023,3,250000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,162500,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,2,200000,100,2,False,False,True,False,11,1893,1929,0,2,0
2023,3,100000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,4,145000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,4,115000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,203500,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,152000,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,239000,0,3,False,False,True,False,538,1893,1929,0,0,5
2023,3,122900,0,3,False,False,True,False,538,1893,1929,0,0,0
2023,3,237000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,145000,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,191765,0,2,False,False,True,False,52,1893,1929,0,2,5
2023,3,134236,0,2,False,False,True,False,52,1893,1929,0,2,0
2023,3,190000,100,2,False,False,True,False,91,1893,1929,0,2,0
2023,3,112000,100,2,False,False,True,False,91,1893,1929,0,2,3
2022,3,88256,100,3,False,False,True,False,538,47,155,1,1,1
2023,3,135000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,105500,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,293000,0,2,False,False,True,False,33,1893,1929,0,2,5
2023,3,185000,0,2,False,False,True,False,33,1893,1929,0,2,5
2023,3,80000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,70000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,160000,100,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,175000,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,145000,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,200000,0,2,False,False,True,False,396,1893,1929,0,0,5
2023,3,148500,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,240500,0,3,False,False,True,False,598,1893,1929,0,0,5
2023,3,123700,0,3,False,False,True,False,598,1893,1929,0,0,0
2023,3,152900,100,2,False,False,True,False,91,1893,1929,0,2,0
2023,3,117100,100,2,False,False,True,False,91,1893,1929,0,2,0
2023,3,173000,100,2,False,False,True,False,91,1893,1929,0,2,0
2023,3,113000,100,2,False,False,True,False,91,1893,1929,0,2,0
2023,3,260000,0,3,False,False,True,False,31,1893,1929,0,2,5
2023,4,175000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,4,110000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,130000,100,2,False,False,True,False,65,1893,1929,0,2,0
2023,3,110000,100,2,False,False,True,False,65,1893,1929,0,2,3
2023,3,205000,100,2,False,False,True,False,31,1893,1929,0,2,0
2023,3,184000,100,2,False,False,True,False,31,1893,1929,0,2,0
2023,3,149500,100,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,127075,100,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,219535,100,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,146115,100,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,135000,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,199000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,162000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,4,221000,100,2,False,False,True,False,91,1893,1929,0,2,5
2023,4,153000,100,2,False,False,True,False,91,1893,1929,0,2,5
2023,3,187000,0,2,False,False,True,False,396,1893,1929,0,0,5
2023,3,128000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,210000,0,2,False,False,True,False,65,1893,1929,0,2,5
2023,3,136000,0,2,False,False,True,False,65,1893,1929,0,2,0
2023,3,100000,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,179000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,109000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,245000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,180000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,142000,100,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,198800,0,2,False,False,True,False,23,1893,1929,0,2,5
2023,3,105200,0,2,False,False,True,False,23,1893,1929,0,2,0
2023,3,125000,100,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,112000,100,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,210000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,155000,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,115000,100,2,False,False,True,False,23,1893,1929,0,2,3
2023,3,86000,100,2,False,False,True,False,23,1893,1929,0,2,3
2023,3,165000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,140000,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,139000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,106000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,1,40663,0,3,False,False,True,False,396,81,83,1,1,1
2022,3,275000,0,1,False,False,True,False,11,81,83,0,2,6
2023,3,50000,50,1,False,True,False,False,5,4,4,2,1,2
2023,2,280700,100,2,False,False,True,False,206,1893,1929,0,2,0
2023,2,150450,100,2,False,False,True,False,206,1893,1929,0,2,3
2023,1,51753,100,3,False,False,True,False,538,81,83,1,1,4
2023,3,250500,0,2,False,False,True,False,64,1893,1929,0,2,5
2023,3,159500,0,2,False,False,True,False,64,1893,1929,0,2,0
2023,1,130001,100,2,False,False,True,False,538,1893,1929,0,0,3
2023,1,71907,100,2,False,False,True,False,538,1893,1929,0,0,6
2023,2,93918,100,2,False,False,True,False,538,1893,1929,0,0,3
2023,2,51962,100,2,False,False,True,False,538,1893,1929,0,0,3
2023,3,175000,100,2,False,False,True,False,396,81,83,1,1,7
2023,3,135000,100,2,False,False,True,False,396,81,83,1,1,7
2023,3,257000,0,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,147000,0,2,False,False,True,False,206,1893,1929,0,2,0
2023,3,222000,100,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,203000,100,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,133200,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,221000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,147000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,185900,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,129300,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,238000,100,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,156000,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,304000,100,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,199000,100,2,False,False,True,False,206,1893,1929,0,2,0
2023,2,48289,100,2,False,False,True,False,11,47,44,1,1,1
2023,3,150000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,130000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,140000,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,110000,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,2,90000,0,2,False,False,True,False,396,1893,1929,0,0,3
2023,2,75000,0,2,False,False,True,False,396,1893,1929,0,0,3
2023,2,195895,0,2,False,False,True,False,65,150,155,1,1,7
2023,2,102772,0,2,False,False,True,False,65,150,155,1,1,7
2023,3,240000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,183600,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,2,130000,0,2,False,False,True,False,12,1893,1929,0,2,3
2023,2,80000,0,2,False,False,True,False,12,1893,1929,0,2,3
2023,3,250000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,160000,100,2,False,False,True,False,18,1893,1929,0,2,0
2023,3,120000,100,2,False,False,True,False,18,1893,1929,0,2,0
2023,3,289076,0,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,202353,0,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,155000,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,200000,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,157750,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,104650,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,2,180000,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,2,140000,100,2,False,False,True,False,538,1893,1929,0,0,3
2023,4,200000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,4,145000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,2,68000,0,3,False,False,True,False,5,1893,1929,0,2,3
2023,1,60000,100,2,False,False,True,False,1,1893,1929,0,0,6
2023,2,125000,0,2,False,False,True,False,598,1893,1929,0,0,3
2023,2,90000,0,2,False,False,True,False,598,1893,1929,0,0,3
2023,3,105000,100,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,90000,100,2,False,False,True,False,396,1893,1929,0,0,3
2023,1,155000,0,2,False,False,True,False,33,1893,1929,0,2,3
2023,1,125000,0,2,False,False,True,False,33,1893,1929,0,2,3
2023,3,241000,0,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,181000,0,2,False,False,True,False,206,1893,1929,0,2,5
2023,3,252000,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,154000,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,4,180000,0,2,False,False,True,False,64,1893,1929,0,2,5
2023,4,155000,0,2,False,False,True,False,64,1893,1929,0,2,5
2023,3,191765,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,134236,0,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,146000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,75000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,1,64200,100,2,False,False,True,False,396,1893,1929,0,0,6
2023,1,56100,100,2,False,False,True,False,396,1893,1929,0,0,6
2023,3,170000,0,2,False,False,True,False,206,1893,1929,0,2,0
2023,3,208450,100,2,False,False,True,False,396,1893,1929,0,0,5
2023,3,170550,100,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,125000,0,2,False,False,True,False,206,1893,1929,0,2,0
2023,3,100000,0,2,False,False,True,False,206,1893,1929,0,2,0
2023,2,135000,0,2,False,False,True,False,23,1893,1929,0,2,3
2023,2,120000,0,2,False,False,True,False,23,1893,1929,0,2,3
2023,3,200000,100,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,170000,100,2,False,False,True,False,538,1893,1929,0,0,0
2023,3,171250,0,2,False,False,True,False,538,7,7,1,1,7
2023,3,113750,0,2,False,False,True,False,538,7,7,1,1,7
2023,3,153600,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,100500,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,3,115000,100,2,False,False,True,False,206,81,83,1,1,7
2023,3,95000,100,2,False,False,True,False,206,81,83,1,1,7
2023,2,182500,0,2,False,False,True,False,396,1893,1929,0,0,0
2023,2,121500,0,2,False,False,True,False,396,1893,1929,0,0,3
2023,3,203100,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,114500,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,2,72914,0,2,False,False,True,False,396,150,155,1,1,7
2023,2,54685,0,2,False,False,True,False,396,150,155,1,1,1
2023,1,92700,100,2,False,False,True,False,598,1893,1929,0,0,6
2023,1,61800,100,2,False,False,True,False,598,1893,1929,0,0,6
2023,3,130000,100,2,False,False,True,False,598,1893,1929,0,0,0
2023,3,258000,0,2,False,False,True,False,538,81,83,0,2,6
2023,3,190000,0,2,False,False,True,False,538,81,83,1,1,6
2023,2,167500,0,2,False,False,True,False,64,1893,1929,0,2,0
2023,2,106500,0,2,False,False,True,False,64,1893,1929,0,2,3
2023,2,146000,0,2,False,False,True,False,598,1893,1929,0,0,0
2023,2,75000,0,2,False,False,True,False,598,1893,1929,0,0,3
2022,1,59888,100,3,False,False,True,False,598,15,13,1,1,4
2023,4,286000,100,2,False,False,True,False,598,1893,1929,0,0,5
2023,4,207000,100,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,80000,100,2,False,False,True,False,396,1893,1929,0,0,3
2023,3,223250,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,3,178600,0,2,False,False,True,False,598,1893,1929,0,0,5
2023,4,353200,0,2,False,False,True,False,11,1893,1929,0,2,5
2023,4,249300,0,2,False,False,True,False,11,1893,1929,0,2,5
2023,2,230000,0,2,False,False,True,False,26,1893,1929,0,2,0
2023,2,220000,0,2,False,False,True,False,26,1893,1929,0,2,0
2023,3,297300,100,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,198200,100,2,False,False,True,False,538,1893,1929,0,0,5
2023,2,210000,100,2,False,False,True,False,65,1893,1929,0,2,0
2023,2,151800,100,2,False,False,True,False,65,1893,1929,0,2,3
2023,3,317070,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,3,170730,0,2,False,False,True,False,538,1893,1929,0,0,5
2023,1,21461,0,2,False,False,True,False,15,47,44,1,1,4
2023,3,108000,0,2,False,False,True,False,11,4,4,1,1,7
2023,3,60000,0,2,False,False,True,False,11,4,4,1,1,7
2023,2,134000,100,2,False,False,True,False,4,1893,1929,0,2,3
2023,2,124000,100,2,False,False,True,False,4,1893,1929,0,2,3
2023,3,171250,0,2,False,False,True,False,598,1893,1929,0,0,5
